"subject" "activity" "feature" "statistics" "dimension" "mean_value"
"322" 22 "STANDING" "fBodyBodyAccJerkMag" "mean" "" -0.959743877936508
"323" 23 "STANDING" "fBodyBodyAccJerkMag" "mean" "" -0.973798155735294
"324" 24 "STANDING" "fBodyBodyAccJerkMag" "mean" "" -0.972251355217391
"325" 25 "STANDING" "fBodyBodyAccJerkMag" "mean" "" -0.982294170810811
"326" 26 "STANDING" "fBodyBodyAccJerkMag" "mean" "" -0.98287688945946
"327" 27 "STANDING" "fBodyBodyAccJerkMag" "mean" "" -0.984151646
"328" 28 "STANDING" "fBodyBodyAccJerkMag" "mean" "" -0.952727765189873
"329" 29 "STANDING" "fBodyBodyAccJerkMag" "mean" "" -0.989793892615385
"330" 30 "STANDING" "fBodyBodyAccJerkMag" "mean" "" -0.953357615932203
"331" 1 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.9333003608
"332" 2 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.985374114791667
"333" 3 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.975949597903226
"334" 4 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.96228712537037
"335" 5 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.977356379807692
"336" 6 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.948655471052632
"337" 7 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.968066259230769
"338" 8 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.961792852407407
"339" 9 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.9543205856
"340" 10 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.968561121551724
"341" 11 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.976940774561403
"342" 12 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.962448418666667
"343" 13 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.980754385967742
"344" 14 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.96798859627451
"345" 15 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.973681222777778
"346" 16 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.987514525142857
"347" 17 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.979687318732394
"348" 18 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.988548418307692
"349" 19 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.980621564096386
"350" 20 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.979695458088235
"351" 21 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.978444123888889
"352" 22 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.962654791527778
"353" 23 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.985905703888889
"354" 24 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.983108084305556
"355" 25 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.96008314739726
"356" 26 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.989138184473684
"357" 27 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.988098902567568
"358" 28 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.9734362485
"359" 29 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.993998275797101
"360" 30 "LAYING" "fBodyBodyAccJerkMag" "mean" "" -0.969949269571429
"361" 1 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.319308593778947
"362" 2 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.583249293389831
"363" 3 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.607751646034483
"364" 4 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.724327420666667
"365" 5 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.548053574821429
"366" 6 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.366500534122807
"367" 7 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.155339855862632
"368" 8 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.473026230833333
"369" 9 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.602581618269231
"370" 10 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.515065335849057
"371" 11 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.751914457457627
"372" 12 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.5611764414
"373" 13 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.338527133789474
"374" 14 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.591036936101695
"375" 15 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.645075178148148
"376" 16 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.72068229
"377" 17 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.582711859672131
"378" 18 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.710596311071429
"379" 19 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.262442822846154
"380" 20 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.180365335498431
"381" 21 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.4995972025
"382" 22 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.553946121521739
"383" 23 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" 0.146618569064407
"384" 24 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.571594392068966
"385" 25 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.770300895540541
"386" 26 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.619461036101695
"387" 27 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.623288199649123
"388" 28 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.595965103703704
"389" 29 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.628501115849057
"390" 30 "WALKING" "fBodyBodyGyroJerkMag" "mean" "" -0.547621753230769
"391" 1 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.634665082075472
"392" 2 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.60079849625
"393" 3 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.716877778644068
"394" 4 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.740749226346154
"395" 5 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.571344138723404
"396" 6 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.45923633377451
"397" 7 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.673327281960784
"398" 8 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.46327057804878
"399" 9 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.734159449387755
"400" 10 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.600582998297872
"401" 11 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.795986113703704
"402" 12 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.714332592115385
"403" 13 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.656088544363636
"404" 14 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.457250612407407
"405" 15 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.731422357916667
"406" 16 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.787833632352941
"407" 17 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.669008763541667
"408" 18 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.826193160862069
"409" 19 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.4771839145
"410" 20 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.450393446470588
"411" 21 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.628915748723404
"412" 22 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.667996003333333
"413" 23 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.51871565
"414" 24 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.64611467
"415" 25 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.822403906
"416" 26 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.673580662727273
"417" 27 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.71917980372549
"418" 28 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.662505819411765
"419" 29 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.697454553061225
"420" 30 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.773974451846154
"421" 1 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.281963359177551
"422" 2 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.380175306489362
"423" 3 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.576277199387755
"424" 4 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.621752455777778
"425" 5 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.453697247021277
"426" 6 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.132705384364583
"427" 7 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.289096677191489
"428" 8 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.125179586744737
"429" 9 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.463172053809524
"430" 10 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.484196484736842
"431" 11 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.668340527608696
"432" 12 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.458227490826087
"433" 13 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.266399903210638
"434" 14 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.254747132274667
"435" 15 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.565396130714286
"436" 16 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.58966315
"437" 17 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.57734888
"438" 18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.744236045090909
"439" 19 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.0229045295641026
"440" 20 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.311668472555556
"441" 21 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.490804948444444
"442" 22 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.583510518055556
"443" 23 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" 0.0746754643666667
"444" 24 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.474449925818182
"445" 25 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.687034281206897
"446" 26 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.4722007526
"447" 27 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.46777776875
"448" 28 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.396720714347826
"449" 29 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.596578626041667
"450" 30 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag" "mean" "" -0.617578814032258
"451" 1 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.989797547234043
"452" 2 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.989861950869565
"453" 3 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.977898105576923
"454" 4 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.9765477634
"455" 5 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.971598370227273
"456" 6 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.952034566
"457" 7 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.978634991458333
"458" 8 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.987730604130435
"459" 9 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.9683155878
"460" 10 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.992191529259259
"461" 11 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.987255972641509
"462" 12 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.97848445372549
"463" 13 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.991723741632653
"464" 14 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.987324239259259
"465" 15 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.990180959322034
"466" 16 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.989363136376812
"467" 17 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.995204564375
"468" 18 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.99480818754386
"469" 19 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.986727418493151
"470" 20 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.976108353787879
"471" 21 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.990014272588235
"472" 22 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.977775448387097
"473" 23 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.980707211470588
"474" 24 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.990854751176471
"475" 25 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.991781701692308
"476" 26 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.993985447564103
"477" 27 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.992390264285714
"478" 28 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.979465868888889
"479" 29 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.995063049
"480" 30 "SITTING" "fBodyBodyGyroJerkMag" "mean" "" -0.991750682096774
"481" 1 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.994815376981132
"482" 2 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.977849827407407
"483" 3 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.960331717868852
"484" 4 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.964471139464286
"485" 5 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.952286438035714
"486" 6 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.955425138245614
"487" 7 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.973671168679245
"488" 8 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.983709233333333
"489" 9 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.967491628
"490" 10 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.965614081363636
"491" 11 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.992981019787234
"492" 12 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.963059791967213
"493" 13 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.977197403859649
"494" 14 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.969175636833333
"495" 15 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.983188091886792
"496" 16 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.99117243
"497" 17 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.992723939358974
"498" 18 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.988960668767123
"499" 19 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.984536610136986
"500" 20 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.929600007123288
"501" 21 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.976126760674157
"502" 22 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.968377798253968
"503" 23 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.972598810882353
"504" 24 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.981119237826087
"505" 25 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.98401783027027
"506" 26 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.985762255540541
"507" 27 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.98941848275
"508" 28 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.958758576835443
"509" 29 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.991672052
"510" 30 "STANDING" "fBodyBodyGyroJerkMag" "mean" "" -0.959242165084746
"511" 1 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.9423669466
"512" 2 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.990248702291667
"513" 3 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.984278251290323
"514" 4 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.983609073333333
"515" 5 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.984618025769231
"516" 6 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.953695957368421
"517" 7 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.974117912115385
"518" 8 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.968403945925926
"519" 9 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.9558062546
"520" 10 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.960976821551724
"521" 11 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.985978837192982
"522" 12 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.963949607166667
"523" 13 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.978150814032258
"524" 14 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.966455343137255
"525" 15 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.975727853888889
"526" 16 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.988695277714286
"527" 17 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.982765526478873
"528" 18 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.991901007538462
"529" 19 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.981890470361446
"530" 20 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.981119820588235
"531" 21 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.982993315111111
"532" 22 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.976638980972222
"533" 23 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.981846854305556
"534" 24 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.978596740694444
"535" 25 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.96825160890411
"536" 26 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.990430914078947
"537" 27 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.993563778648649
"538" 28 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.971830582375
"539" 29 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.997617389275362
"540" 30 "LAYING" "fBodyBodyGyroJerkMag" "mean" "" -0.977821335571429
"541" 1 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.199252568986316
"542" 2 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.530704814745763
"543" 3 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.569755772241379
"544" 4 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.609285588016667
"545" 5 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.484262828928571
"546" 6 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.329681123368421
"547" 7 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.192909765467895
"548" 8 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.301241848645833
"549" 9 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.513797480384615
"550" 10 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.412616909622642
"551" 11 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.610222628813559
"552" 12 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.442503784
"553" 13 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.267472373877193
"554" 14 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.311386449661017
"555" 15 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.489166383703704
"556" 16 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.669228540784314
"557" 17 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.518618058688525
"558" 18 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.620331394285714
"559" 19 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.0952460452365385
"560" 20 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.0520065599062745
"561" 21 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.409516081153846
"562" 22 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.438378722826087
"563" 23 "WALKING" "fBodyBodyGyroMag" "mean" "" 0.185078207383051
"564" 24 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.534509163793103
"565" 25 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.562733252702703
"566" 26 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.551927613050847
"567" 27 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.519451704035088
"568" 28 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.514602424814815
"569" 29 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.416817853396226
"570" 30 "WALKING" "fBodyBodyGyroMag" "mean" "" -0.358344356
"571" 1 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.325961457396226
"572" 2 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.450612184791667
"573" 3 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.514211583728814
"574" 4 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.575794072115385
"575" 5 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.392564530851064
"576" 6 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.230627015078431
"577" 7 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.533982945882353
"578" 8 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.229610952609756
"579" 9 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.531482693877551
"580" 10 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.265371689148936
"581" 11 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.55009966
"582" 12 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.594032515192308
"583" 13 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.485477308909091
"584" 14 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" 0.0488588668185185
"585" 15 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.45369356625
"586" 16 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.630546675490196
"587" 17 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.504066956875
"588" 18 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.654029089310345
"589" 19 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.28884026785
"590" 20 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.286627716823529
"591" 21 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.475369886808511
"592" 22 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.369902
"593" 23 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.380388292223529
"594" 24 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.564664994745763
"595" 25 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.567153469846154
"596" 26 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.556084778181818
"597" 27 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.607667730196078
"598" 28 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.534835409607843
"599" 29 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.357213897032653
"600" 30 "WALKING_UPSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.449150735076923
"601" 1 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.185720285744898
"602" 2 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.320838543553191
"603" 3 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.332376629371429
"604" 4 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.429213369555556
"605" 5 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.349338414731915
"606" 6 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.0143735434
"607" 7 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.255045057404255
"608" 8 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.00036272967368421
"609" 9 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.347540226666667
"610" 10 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.312347510289474
"611" 11 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.456170108913043
"612" 12 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.344938419969565
"613" 13 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.206121707212766
"614" 14 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.0787568406777778
"615" 15 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.373898631190476
"616" 16 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.488253939574468
"617" 17 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.40943875826087
"618" 18 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.604735414363636
"619" 19 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" 0.203979764835897
"620" 20 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag" "mean" "" -0.100566103524444
